product_id,category,sub_category,description,unit_cost,order_id,order_date,ship_date,ship_mode,customer_id,sales,quantity,discount,profit,profit_margin,days_to_ship,order_year,order_month_no,order_day,order_day_name,margin_category
FUR-BO-10002793,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",98.37,IN-2022-81973,2022-11-19,2022-11-19,Same Day,JG-15805,236.088,2,0.4,39.348,0.17,0,2022,11,5,Saturday,Medium
FUR-BO-10002819,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",87.06,IN-2022-66853,2022-05-19,2022-05-24,Second Class,DB-12970,220.644,2,0.1,46.524,0.21,5,2022,5,3,Thursday,Medium
FUR-BO-10002819,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",87.06,IN-2022-24384,2022-04-22,2022-04-25,Second Class,RB-19360,858.06,7,0.0,248.64,0.29,3,2022,4,4,Friday,Medium
FUR-BO-10002819,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",87.06,IN-2020-67490,2020-11-09,2020-11-14,Standard Class,GM-14695,159.354,2,0.35,-14.766,-0.09,5,2020,11,0,Monday,Low
FUR-BO-10002819,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",87.06,IN-2022-24041,2022-06-19,2022-06-22,Second Class,MK-18160,341.9982,3,0.07,80.8182,0.24,3,2022,6,6,Sunday,Medium
FUR-BO-10002819,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",87.06,ID-2022-52993,2022-06-11,2022-06-17,Standard Class,MG-17875,330.966,3,0.1,69.786,0.21,6,2022,6,5,Saturday,Medium
FUR-BO-10002819,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",87.06,IN-2021-25112,2021-07-14,2021-07-16,First Class,Co-12640,612.9,5,0.0,177.6,0.29,2,2021,7,2,Wednesday,Medium
FUR-BO-10002819,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",87.06,IN-2022-61904,2022-02-20,2022-02-23,Second Class,JK-15370,341.9982,3,0.07,80.8182,0.24,3,2022,2,6,Sunday,Medium
FUR-BO-10002852,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",119.73,IN-2021-82519,2021-04-12,2021-04-18,Standard Class,CA-12775,252.06,2,0.0,12.6,0.05,6,2021,4,0,Monday,Low
FUR-BO-10002866,Furniture,Bookcases,"Safco Classic Bookcase, Pine",408.75,ID-2020-83604,2020-08-29,2020-08-29,Same Day,PO-19195,1582.2,6,0.4,-870.3,-0.55,0,2020,8,5,Saturday,Low
FUR-BO-10002964,Furniture,Bookcases,"Dania Floating Shelf Set, Pine",150.24,ID-2022-20058,2022-06-18,2022-06-23,Standard Class,SV-20365,537.705,5,0.37,-213.495,-0.4,5,2022,6,5,Saturday,Low
FUR-BO-10002964,Furniture,Bookcases,"Dania Floating Shelf Set, Pine",150.24,ID-2021-49136,2021-07-18,2021-07-22,Standard Class,SC-20695,537.705,5,0.37,-213.495,-0.4,4,2021,7,6,Sunday,Low
FUR-BO-10002964,Furniture,Bookcases,"Dania Floating Shelf Set, Pine",150.24,IN-2019-29634,2019-10-09,2019-10-15,Standard Class,NM-18445,853.5,5,0.0,102.3,0.12,6,2019,10,2,Wednesday,Medium
FUR-BO-10002990,Furniture,Bookcases,"Dania Library with Doors, Traditional",195.72,IN-2021-34170,2021-12-19,2021-12-26,Standard Class,FH-14275,3707.352,11,0.07,1554.432,0.42,7,2021,12,6,Sunday,High
FUR-BO-10002990,Furniture,Bookcases,"Dania Library with Doors, Traditional",195.72,IN-2019-40323,2019-11-11,2019-11-14,First Class,SC-20680,724.8,2,0.0,333.36,0.46,3,2019,11,0,Monday,High
FUR-BO-10002990,Furniture,Bookcases,"Dania Library with Doors, Traditional",195.72,IN-2020-16194,2020-10-27,2020-11-01,Standard Class,CK-12325,724.8,2,0.0,333.36,0.46,5,2020,10,1,Tuesday,High
FUR-BO-10002990,Furniture,Bookcases,"Dania Library with Doors, Traditional",195.72,IN-2021-47197,2021-06-26,2021-06-30,Second Class,AA-10645,1630.8,5,0.1,652.2,0.4,4,2021,6,5,Saturday,High
FUR-BO-10002990,Furniture,Bookcases,"Dania Library with Doors, Traditional",195.72,ID-2020-43711,2020-08-11,2020-08-11,Same Day,BE-11410,1685.16,5,0.07,706.56,0.42,0,2020,8,1,Tuesday,High
FUR-BO-10002990,Furniture,Bookcases,"Dania Library with Doors, Traditional",195.72,IN-2021-38671,2021-06-26,2021-06-27,First Class,BT-11680,724.8,2,0.0,333.36,0.46,1,2021,6,5,Saturday,High
FUR-BO-10003022,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Metal",91.62,IN-2022-24622,2022-10-22,2022-10-28,Standard Class,MM-17920,281.82,2,0.0,98.58,0.35,6,2022,10,5,Saturday,High
FUR-BO-10003022,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Metal",91.62,IN-2022-72348,2022-09-22,2022-09-28,Standard Class,GH-14425,845.46,6,0.0,295.74,0.35,6,2022,9,3,Thursday,High
FUR-BO-10003022,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Metal",91.62,IN-2021-78214,2021-12-11,2021-12-17,Standard Class,KN-16705,422.73,3,0.0,147.87,0.35,6,2021,12,5,Saturday,High
FUR-BO-10003029,Furniture,Bookcases,"Sauder Library with Doors, Traditional",360.51,IN-2019-12043,2019-08-20,2019-08-24,Standard Class,CS-11845,1938.15,5,0.0,135.6,0.07,4,2019,8,1,Tuesday,Low
FUR-BO-10003029,Furniture,Bookcases,"Sauder Library with Doors, Traditional",360.51,IN-2022-63766,2022-11-22,2022-11-26,Standard Class,MK-18160,1162.89,3,0.0,81.36,0.07,4,2022,11,1,Tuesday,Low
FUR-BO-10003029,Furniture,Bookcases,"Sauder Library with Doors, Traditional",360.51,ID-2019-53686,2019-11-04,2019-11-09,Standard Class,MC-17845,244.2069,1,0.37,-116.3031,-0.48,5,2019,11,0,Monday,Low
FUR-BO-10003046,Furniture,Bookcases,"Safco Library with Doors, Mobile",274.62,ID-2022-27163,2022-10-27,2022-10-31,Second Class,DV-13045,2189.0898,6,0.07,541.3698,0.25,4,2022,10,3,Thursday,Medium
FUR-BO-10003046,Furniture,Bookcases,"Safco Library with Doors, Mobile",274.62,IN-2021-20450,2021-05-28,2021-06-02,Standard Class,TM-21490,1094.5449,3,0.07,270.6849,0.25,5,2021,5,4,Friday,Medium
FUR-BO-10003046,Furniture,Bookcases,"Safco Library with Doors, Mobile",274.62,IN-2022-14290,2022-09-29,2022-10-04,Standard Class,SR-20740,1059.237,3,0.1,235.377,0.22,5,2022,9,3,Thursday,Medium
FUR-BO-10003046,Furniture,Bookcases,"Safco Library with Doors, Mobile",274.62,ID-2022-22270,2022-02-08,2022-02-12,Second Class,TZ-21445,706.158,3,0.4,-117.702,-0.17,4,2022,2,1,Tuesday,Low
FUR-BO-10003046,Furniture,Bookcases,"Safco Library with Doors, Mobile",274.62,IN-2021-28892,2021-02-09,2021-02-15,Standard Class,CK-12595,364.8483,1,0.07,90.2283,0.25,6,2021,2,1,Tuesday,Medium
FUR-BO-10003046,Furniture,Bookcases,"Safco Library with Doors, Mobile",274.62,ID-2022-63514,2022-01-01,2022-01-03,Second Class,WB-21850,706.158,2,0.1,156.918,0.22,2,2022,1,5,Saturday,Medium
FUR-BO-10003078,Furniture,Bookcases,"Safco Corner Shelving, Traditional",92.67,ID-2022-80979,2022-09-06,2022-09-06,Same Day,AS-10135,179.352,2,0.4,-5.988,-0.03,0,2022,9,1,Tuesday,Low
FUR-BO-10003078,Furniture,Bookcases,"Safco Corner Shelving, Traditional",92.67,ID-2020-86957,2020-03-24,2020-03-29,Standard Class,BM-11785,89.676,1,0.4,-2.994,-0.03,5,2020,3,1,Tuesday,Low
FUR-BO-10003086,Furniture,Bookcases,"Safco Library with Doors, Traditional",288.45,IN-2022-78900,2022-12-03,2022-12-07,Standard Class,JF-15190,1559.16,4,0.0,405.36,0.26,4,2022,12,5,Saturday,Medium
FUR-BO-10003086,Furniture,Bookcases,"Safco Library with Doors, Traditional",288.45,IN-2019-77885,2019-08-02,2019-08-07,Standard Class,JF-15565,253.3635,1,0.35,-35.0865,-0.14,5,2019,8,4,Friday,Low
FUR-BO-10003086,Furniture,Bookcases,"Safco Library with Doors, Traditional",288.45,IN-2019-43634,2019-12-04,2019-12-08,Standard Class,JB-15925,362.5047,1,0.07,74.0547,0.2,4,2019,12,2,Wednesday,Medium
FUR-BO-10003181,Furniture,Bookcases,"Safco Corner Shelving, Metal",148.92,ID-2021-81525,2021-10-23,2021-10-27,Standard Class,TN-21040,89.352,1,0.4,-59.568,-0.67,4,2021,10,5,Saturday,Low
FUR-BO-10003185,Furniture,Bookcases,"Ikea Floating Shelf Set, Metal",168.12,IN-2022-46007,2022-11-21,2022-11-24,Second Class,JS-15685,509.4,3,0.0,5.04,0.01,3,2022,11,0,Monday,Low
FUR-BO-10003185,Furniture,Bookcases,"Ikea Floating Shelf Set, Metal",168.12,IN-2019-51698,2019-08-04,2019-08-08,Standard Class,KN-16705,509.4,3,0.0,5.04,0.01,4,2019,8,6,Sunday,Low
FUR-BO-10003185,Furniture,Bookcases,"Ikea Floating Shelf Set, Metal",168.12,IN-2019-11784,2019-12-24,2019-12-31,Standard Class,TS-21430,339.6,2,0.0,3.36,0.01,7,2019,12,1,Tuesday,Low
FUR-BO-10003206,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",176.34,ID-2020-12673,2020-08-16,2020-08-19,First Class,KN-16390,117.558,1,0.4,-58.782,-0.5,3,2020,8,6,Sunday,Low
FUR-BO-10003206,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",176.34,IN-2020-55618,2020-12-13,2020-12-19,Standard Class,MG-17695,1175.58,6,0.0,117.54,0.1,6,2020,12,6,Sunday,Medium
FUR-BO-10003206,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",176.34,IN-2022-41709,2022-10-25,2022-10-29,Standard Class,BE-11335,1234.359,7,0.1,-0.021,0.0,4,2022,10,1,Tuesday,Low
FUR-BO-10003206,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",176.34,ID-2021-36256,2021-10-05,2021-10-10,Standard Class,EB-13840,529.011,3,0.1,-0.009,0.0,5,2021,10,1,Tuesday,Low
FUR-BO-10003206,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",176.34,IN-2020-41261,2020-10-16,2020-10-22,Standard Class,TB-21055,587.79,3,0.0,58.77,0.1,6,2020,10,4,Friday,Medium
FUR-BO-10003282,Furniture,Bookcases,"Ikea Classic Bookcase, Mobile",281.73,IN-2022-46777,2022-01-26,2022-01-30,Standard Class,KD-16345,2485.62,6,0.0,795.24,0.32,4,2022,1,2,Wednesday,High
FUR-BO-10003282,Furniture,Bookcases,"Ikea Classic Bookcase, Mobile",281.73,IN-2022-25014,2022-01-30,2022-02-03,Standard Class,AH-10585,1864.215,5,0.1,455.565,0.24,4,2022,1,6,Sunday,Medium
FUR-BO-10003282,Furniture,Bookcases,"Ikea Classic Bookcase, Mobile",281.73,IN-2021-48765,2021-10-29,2021-11-01,First Class,BK-11260,3728.43,9,0.0,1192.86,0.32,3,2021,10,4,Friday,High
FUR-BO-10003301,Furniture,Bookcases,"Dania Floating Shelf Set, Metal",135.06,ID-2021-10909,2021-11-22,2021-11-26,Standard Class,CP-12340,405.144,3,0.2,-0.036,0.0,4,2021,11,0,Monday,Low
FUR-BO-10003301,Furniture,Bookcases,"Dania Floating Shelf Set, Metal",135.06,IN-2019-74126,2019-05-29,2019-06-01,Second Class,EM-13960,470.9799,3,0.07,65.7999,0.14,3,2019,5,2,Wednesday,Medium
FUR-BO-10003301,Furniture,Bookcases,"Dania Floating Shelf Set, Metal",135.06,IN-2022-20870,2022-07-09,2022-07-13,Standard Class,EM-14140,2194.53,13,0.0,438.75,0.2,4,2022,7,5,Saturday,Medium
FUR-BO-10003301,Furniture,Bookcases,"Dania Floating Shelf Set, Metal",135.06,IN-2021-25574,2021-09-13,2021-09-16,First Class,SM-20905,911.574,6,0.1,101.214,0.11,3,2021,9,0,Monday,Medium
FUR-BO-10003301,Furniture,Bookcases,"Dania Floating Shelf Set, Metal",135.06,IN-2020-39000,2020-12-20,2020-12-25,Standard Class,MH-17440,337.62,2,0.0,67.5,0.2,5,2020,12,6,Sunday,Medium
FUR-BO-10003301,Furniture,Bookcases,"Dania Floating Shelf Set, Metal",135.06,IN-2021-17566,2021-08-05,2021-08-11,Standard Class,EH-13765,1181.67,7,0.0,236.25,0.2,6,2021,8,3,Thursday,Medium
FUR-BO-10003383,Furniture,Bookcases,"Safco Floating Shelf Set, Mobile",141.48,IN-2020-85389,2020-05-09,2020-05-14,Standard Class,TA-21385,398.52,2,0.0,115.56,0.29,5,2020,5,5,Saturday,Medium
FUR-BO-10003384,Furniture,Bookcases,"Ikea Corner Shelving, Traditional",89.85,IN-2021-77570,2021-01-02,2021-01-04,First Class,BO-11425,246.12,2,0.0,66.42,0.27,2,2021,1,5,Saturday,Medium
FUR-BO-10003384,Furniture,Bookcases,"Ikea Corner Shelving, Traditional",89.85,IN-2020-14640,2020-06-23,2020-06-28,Second Class,EH-13765,221.508,2,0.1,41.808,0.19,5,2020,6,1,Tuesday,Medium
FUR-BO-10003384,Furniture,Bookcases,"Ikea Corner Shelving, Traditional",89.85,IN-2019-53469,2019-03-03,2019-03-08,Standard Class,CC-12430,775.278,7,0.1,146.328,0.19,5,2019,3,6,Sunday,Medium
FUR-BO-10003386,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",101.52,IN-2020-86635,2020-05-16,2020-05-18,Second Class,AP-10720,338.4,2,0.0,135.36,0.4,2,2020,5,5,Saturday,High
FUR-BO-10003408,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Metal",113.52,ID-2019-77192,2019-04-02,2019-04-06,Standard Class,RP-19270,567.6,5,0.2,0.0,0.0,4,2019,4,1,Tuesday,Low
FUR-BO-10003408,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Metal",113.52,ID-2022-17475,2022-03-17,2022-03-22,Second Class,DH-13075,395.901,3,0.07,55.341,0.14,5,2022,3,3,Thursday,Medium
FUR-BO-10003408,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Metal",113.52,IN-2022-26281,2022-04-03,2022-04-05,First Class,CM-11935,527.868,4,0.07,73.788,0.14,2,2022,4,6,Sunday,Medium
FUR-BO-10003408,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Metal",113.52,IN-2020-42045,2020-06-28,2020-07-03,Standard Class,KD-16345,425.7,3,0.0,85.14,0.2,5,2020,6,6,Sunday,Medium
FUR-BO-10003408,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Metal",113.52,IN-2022-28675,2022-04-17,2022-04-22,Standard Class,AF-10870,567.6,4,0.0,113.52,0.2,5,2022,4,6,Sunday,Medium
FUR-BO-10003549,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",164.94,IN-2020-40603,2020-08-17,2020-08-17,Same Day,MD-17860,698.544,4,0.1,38.784,0.06,0,2020,8,0,Monday,Low
FUR-BO-10003549,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",164.94,IN-2021-47960,2021-01-02,2021-01-07,Standard Class,JE-15715,1358.28,7,0.0,203.7,0.15,5,2021,1,5,Saturday,Medium
FUR-BO-10003549,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",164.94,IN-2020-53042,2020-04-15,2020-04-17,Second Class,FG-14260,970.2,5,0.0,145.5,0.15,2,2020,4,2,Wednesday,Medium
FUR-BO-10003549,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",164.94,IN-2021-35087,2021-08-17,2021-08-21,Second Class,JG-15805,1358.28,7,0.0,203.7,0.15,4,2021,8,1,Tuesday,Medium
FUR-BO-10003549,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",164.94,IN-2020-64116,2020-11-21,2020-11-21,Same Day,AR-10345,180.4572,1,0.07,15.5172,0.09,0,2020,11,5,Saturday,Low
FUR-BO-10003549,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",164.94,IN-2020-18546,2020-11-09,2020-11-14,Standard Class,RK-19300,1571.724,9,0.1,87.264,0.06,5,2020,11,0,Monday,Low
FUR-BO-10003589,Furniture,Bookcases,"Dania Floating Shelf Set, Traditional",94.86,ID-2022-85970,2022-11-13,2022-11-18,Standard Class,AJ-10960,101.61,1,0.4,6.75,0.07,5,2022,11,6,Sunday,Low
FUR-BO-10003661,Furniture,Bookcases,"Sauder Floating Shelf Set, Traditional",145.95,IN-2021-47960,2021-01-02,2021-01-07,Standard Class,JE-15715,1362.06,7,0.0,340.41,0.25,5,2021,1,5,Saturday,Medium
FUR-BO-10003668,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",176.34,ID-2020-81763,2020-02-07,2020-02-11,Second Class,DP-13000,156.744,2,0.6,-195.936,-1.25,4,2020,2,4,Friday,Low
FUR-BO-10003706,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",77.07,IN-2022-14458,2022-01-25,2022-02-01,Standard Class,GT-14755,296.34,2,0.0,142.2,0.48,7,2022,1,1,Tuesday,High
FUR-BO-10003706,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",77.07,IN-2022-32016,2022-07-01,2022-07-05,Standard Class,CY-12745,148.17,1,0.0,71.1,0.48,4,2022,7,4,Friday,High
FUR-BO-10003706,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",77.07,IN-2022-41121,2022-11-12,2022-11-15,First Class,PL-18925,148.17,2,0.5,-5.97,-0.04,3,2022,11,5,Saturday,Low
FUR-BO-10003706,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",77.07,IN-2019-22802,2019-06-03,2019-06-07,Standard Class,KH-16360,413.3943,3,0.07,182.1843,0.44,4,2019,6,0,Monday,High
FUR-BO-10003706,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",77.07,IN-2020-24426,2020-10-20,2020-10-27,Standard Class,HZ-14950,444.51,3,0.0,213.3,0.48,7,2020,10,1,Tuesday,High
FUR-BO-10003706,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",77.07,IN-2022-32665,2022-08-06,2022-08-10,Standard Class,SL-20155,148.17,2,0.5,-5.97,-0.04,4,2022,8,5,Saturday,Low
FUR-BO-10003706,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",77.07,IN-2022-13709,2022-03-17,2022-03-23,Standard Class,GH-14485,1481.7,10,0.0,711.0,0.48,6,2022,3,3,Thursday,High
FUR-BO-10003713,Furniture,Bookcases,"Sauder Corner Shelving, Mobile",145.35,IN-2022-83233,2022-03-28,2022-04-01,Standard Class,RP-19390,599.28,4,0.0,17.88,0.03,4,2022,3,0,Monday,Low
FUR-BO-10003713,Furniture,Bookcases,"Sauder Corner Shelving, Mobile",145.35,ID-2021-80965,2021-03-28,2021-04-01,Standard Class,DM-13525,359.568,4,0.4,-221.832,-0.62,4,2021,3,6,Sunday,Low
FUR-BO-10003783,Furniture,Bookcases,"Dania Library with Doors, Pine",298.29,IN-2021-38405,2021-02-13,2021-02-18,Standard Class,NM-18520,1091.25,3,0.0,196.38,0.18,5,2021,2,5,Saturday,Medium
FUR-BO-10003783,Furniture,Bookcases,"Dania Library with Doors, Pine",298.29,IN-2020-50207,2020-08-04,2020-08-09,Standard Class,GH-14425,2619.0,8,0.1,232.68,0.09,5,2020,8,1,Tuesday,Low
FUR-BO-10003783,Furniture,Bookcases,"Dania Library with Doors, Pine",298.29,IN-2021-77766,2021-01-08,2021-01-14,Standard Class,DJ-13420,1091.25,3,0.0,196.38,0.18,6,2021,1,4,Friday,Medium
FUR-BO-10003783,Furniture,Bookcases,"Dania Library with Doors, Pine",298.29,IN-2022-61869,2022-08-25,2022-08-29,Standard Class,CK-12595,982.125,3,0.1,87.255,0.09,4,2022,8,3,Thursday,Low
FUR-BO-10003783,Furniture,Bookcases,"Dania Library with Doors, Pine",298.29,ID-2021-66258,2021-04-27,2021-05-04,Standard Class,BE-11410,709.3125,3,0.35,-185.5575,-0.26,7,2021,4,1,Tuesday,Low
FUR-BO-10003793,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Metal",80.01,IN-2022-41723,2022-08-07,2022-08-12,Standard Class,IL-15100,571.32,4,0.0,251.28,0.44,5,2022,8,6,Sunday,High
FUR-BO-10003793,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Metal",80.01,IN-2022-35899,2022-04-26,2022-05-01,Standard Class,GH-14665,449.9145,5,0.37,49.8645,0.11,5,2022,4,1,Tuesday,Medium
FUR-BO-10003793,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Metal",80.01,IN-2022-68337,2022-11-13,2022-11-17,Standard Class,TS-21430,132.8319,1,0.07,52.8219,0.4,4,2022,11,6,Sunday,High
FUR-BO-10003793,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Metal",80.01,IN-2019-69177,2019-10-28,2019-11-01,Standard Class,SG-20080,1285.47,9,0.0,565.38,0.44,4,2019,10,0,Monday,High
FUR-BO-10003793,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Metal",80.01,IN-2022-69121,2022-01-01,2022-01-05,Standard Class,BD-11635,179.9658,2,0.37,19.9458,0.11,4,2022,1,5,Saturday,Medium
FUR-BO-10003887,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",163.53,ID-2022-64039,2022-10-02,2022-10-06,Standard Class,DM-13345,475.2486,3,0.07,-15.3414,-0.03,4,2022,10,6,Sunday,Low
FUR-BO-10003887,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",163.53,ID-2021-24804,2021-08-05,2021-08-09,Standard Class,RH-19495,321.9426,3,0.37,-168.6474,-0.52,4,2021,8,3,Thursday,Low
FUR-BO-10003887,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",163.53,IN-2020-25238,2020-05-23,2020-05-28,Standard Class,JM-15250,613.224,4,0.1,-40.896,-0.07,5,2020,5,5,Saturday,Low
FUR-BO-10003887,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",163.53,ID-2020-55156,2020-11-02,2020-11-07,Standard Class,BP-11230,459.918,3,0.1,-30.672,-0.07,5,2020,11,0,Monday,Low
FUR-BO-10003887,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",163.53,ID-2022-14066,2022-03-12,2022-03-16,Standard Class,NS-18505,321.9426,3,0.37,-168.6474,-0.52,4,2022,3,5,Saturday,Low
FUR-BO-10003887,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",163.53,IN-2019-43109,2019-09-28,2019-10-04,Standard Class,WB-21850,1022.04,6,0.0,40.86,0.04,6,2019,9,5,Saturday,Low
FUR-BO-10003887,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",163.53,IN-2021-51621,2021-12-25,2021-12-30,Standard Class,SG-20080,340.68,2,0.0,13.62,0.04,5,2021,12,5,Saturday,Low
FUR-BO-10003887,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",163.53,IN-2022-34632,2022-11-20,2022-11-23,First Class,MP-18175,643.8852,6,0.37,-337.2948,-0.52,3,2022,11,6,Sunday,Low
FUR-BO-10003913,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",135.3,IN-2019-56990,2019-02-02,2019-02-05,First Class,ES-14080,1052.31,7,0.0,105.21,0.1,3,2019,2,5,Saturday,Medium
FUR-BO-10003913,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",135.3,ID-2021-78795,2021-07-23,2021-07-30,Standard Class,BF-10975,270.594,2,0.1,-0.006,0.0,7,2021,7,4,Friday,Low
FUR-BO-10003913,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",135.3,IN-2019-67784,2019-12-10,2019-12-15,Standard Class,AO-10810,270.594,2,0.1,-0.006,0.0,5,2019,12,1,Tuesday,Low
FUR-BO-10003913,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",135.3,ID-2020-56843,2020-12-26,2020-12-31,Standard Class,GD-14590,947.079,7,0.1,-0.021,0.0,5,2020,12,5,Saturday,Low
FUR-BO-10003913,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",135.3,ID-2019-75652,2019-07-07,2019-07-11,Standard Class,JD-15790,180.396,2,0.4,-90.204,-0.5,4,2019,7,6,Sunday,Low
FUR-BO-10003945,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",91.38,IN-2022-17552,2022-12-05,2022-12-10,Standard Class,KW-16435,498.42,3,0.0,224.28,0.45,5,2022,12,0,Monday,High
FUR-BO-10003945,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",91.38,IN-2019-32371,2019-11-23,2019-11-23,Same Day,JW-15955,332.28,2,0.0,149.52,0.45,0,2019,11,5,Saturday,High
FUR-BO-10003945,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",91.38,IN-2021-37803,2021-06-26,2021-06-30,Standard Class,AB-10015,448.578,3,0.1,174.438,0.39,4,2021,6,5,Saturday,High
FUR-BO-10003945,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",91.38,IN-2021-35087,2021-08-17,2021-08-21,Second Class,JG-15805,498.42,3,0.0,224.28,0.45,4,2021,8,1,Tuesday,High
FUR-BO-10003945,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",91.38,IN-2021-57445,2021-01-19,2021-01-21,Second Class,TG-21640,448.578,3,0.1,174.438,0.39,2,2021,1,1,Tuesday,High
FUR-BO-10003945,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",91.38,IN-2019-16033,2019-11-08,2019-11-13,Standard Class,LB-16795,830.7,5,0.0,373.8,0.45,5,2019,11,4,Friday,High
FUR-BO-10003945,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",91.38,IN-2019-51943,2019-06-11,2019-06-14,First Class,AR-10345,314.0046,3,0.37,39.8646,0.13,3,2019,6,1,Tuesday,Medium
FUR-BO-10003945,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",91.38,ID-2022-51439,2022-06-01,2022-06-08,Standard Class,BV-11245,418.6728,4,0.37,53.1528,0.13,7,2022,6,2,Wednesday,Medium
FUR-BO-10003985,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",274.68,ID-2022-85529,2022-05-08,2022-05-12,Standard Class,AG-10300,1046.376,4,0.4,-52.344,-0.05,4,2022,5,6,Sunday,Low
FUR-BO-10004043,Furniture,Bookcases,"Dania Classic Bookcase, Metal",402.03,IN-2020-44068,2020-12-01,2020-12-05,Second Class,EJ-13720,2051.1,5,0.0,40.95,0.02,4,2020,12,1,Tuesday,Low
FUR-BO-10004043,Furniture,Bookcases,"Dania Classic Bookcase, Metal",402.03,IN-2022-57172,2022-03-10,2022-03-14,Standard Class,CB-12025,1230.66,3,0.0,24.57,0.02,4,2022,3,3,Thursday,Low
FUR-BO-10004043,Furniture,Bookcases,"Dania Classic Bookcase, Metal",402.03,IN-2022-76016,2022-09-26,2022-09-28,Second Class,VG-21805,2871.54,7,0.0,57.33,0.02,2,2022,9,0,Monday,Low
FUR-BO-10004161,Furniture,Bookcases,"Bush Corner Shelving, Mobile",123.99,ID-2021-37705,2021-05-10,2021-05-11,First Class,BF-11005,246.6945,3,0.35,-125.2755,-0.51,1,2021,5,0,Monday,Low
FUR-BO-10004161,Furniture,Bookcases,"Bush Corner Shelving, Mobile",123.99,ID-2022-54687,2022-11-06,2022-11-08,First Class,CS-12130,341.577,3,0.1,-30.393,-0.09,2,2022,11,6,Sunday,Low
FUR-BO-10004161,Furniture,Bookcases,"Bush Corner Shelving, Mobile",123.99,ID-2020-73125,2020-11-07,2020-11-11,Standard Class,DM-13015,823.5801,7,0.07,-44.3499,-0.05,4,2020,11,5,Saturday,Low
